Num,Prio,Summary,Resolver_group,Active,Summary_Clean,Summary_Clean_lemmatized,Final_cleaned,Resolver_group_Clean,Resolver_group_Clean_lemmatized,topic,top_words
INC0113349,2 - High,WPM Critical Alert : A Qlikview_Access Point - SIOP_LOB_ALL.QVW transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
INC0113350,2 - High,WPM Critical Alert : A Qlikview_Access Point - SIOP_Delivery_Assurance_Dashboard transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
INC0113351,2 - High,WPM Critical Alert : A Qlikview _Access Point - HAAS ON TIME DELIVERY OOR OTD.QVW transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview _access point ,wpm critical alert   a qlikview _ access point,business intelligence support,business intelligence  support ,business intelligence   support,9,gbvvscl3-warn
INC0113352,2 - High,WPM Critical Alert : A Qlikview_Access Point - HARDWARE OPEN ORDERS.QVW transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
INC0113354,2 - High,WPM Critical Alert : A Qlikview_Access Point - SIOP_FORECAST_ACCURACY.QVW transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
INC0113355,2 - High,WPM Critical Alert : A Qlikview _Access Point - SIOP_Forecast_Viewer transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview _access point ,wpm critical alert   a qlikview _ access point,business intelligence support,business intelligence  support ,business intelligence   support,9,gbvvscl3-warn
INC0113356,2 - High,WPM Critical Alert : A Qlikview_Access Point - sca_buy_reqs.qvw transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
INC0113357,2 - High,WPM Critical Alert : A Qlikview_Access Point - INCORACHEM_ANYDOC_FILEBOUND_VOUCHERED_DASHBOARD.QVW transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
INC0113358,2 - High,WPM Critical Alert : A Qlikview_Access Point - SIOP_OTD_Dashboard transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
INC0113361,4 - Low,ALERT: DISK SPACE on TXAU-SQL19-N1-D:\ Label:Data 242E734E has currently 10 % is available,Windows Support,False,alert disk space on txausql19n1d labelda,alert disk space on txausql19n1d labelda,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0113363,3 - Moderate,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,Windows Support,False,warning alert memory utilization on gbvfsmo0 i,warn alert memory utilization on gbvfsmo0 I,windows support,                windows support,                 window support,13,memory-warn
INC0113364,2 - High,Alert: CPU Utilization on AUS-BI01 is Critical	,Windows Support,False,  alert cpu utilization on ausbi01 is criticalt,   alert cpu utilization on ausbi01 be criticalt,windows support,                windows support,                 window support,13,memory-warn
INC0113367,2 - High,Critical ALERT:  A Baseline Services_Windows component  on gbcr-fs02 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113368,2 - High,Critical ALERT:  A Microsoft IIS component  on GBCR-FS01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0113370,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GBMI1-PRT01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113372,2 - High,TIER 1 - CRITICAL ALERT: WAN OUTAGE 2 on US-IND-C1111-R01,Network Support,False,tier 1  critical alert wan outage 2 on usind,tier 1   critical alert wan outage 2 on usind,network support,                network support,                 network support,14,point-wpm
INC0113373,2 - High,Alert: CPU Utilization on G-OPTIOPD is Critical	,Windows Support,False, alert cpu utilization on goptiopd is criticalt,  alert cpu utilization on goptiopd be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0113374,2 - High,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0113375,3 - Moderate,TIER 3 - Critical Device Down: AU-MEL-C1111-BOE-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down aumelc1111boe,tier 3   critical device down aumelc1111boe,network support,                network support,                 network support,12,tier-critical
INC0113376,2 - High,Critical ALERT:  A Baseline Services_Windows component  on JONESTOWN-FS01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113377,2 - High,Alert: CPU Utilization on JONESTOWN-FS01 is Critical	,Windows Support,False,alert cpu utilization on jonestownfs01 is cri,alert cpu utilization on jonestownfs01 be cri,windows support,                windows support,                 window support,1,cpu-utilization
INC0113378,3 - Moderate,Alert: CPU Utilization on AUS-BI01 is Warning	,Windows Support,False,   alert cpu utilization on ausbi01 is warningt,    alert cpu utilization on ausbi01 be warningt,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0113383,3 - Moderate,Alert: CPU Utilization on AUS-MCL01 is Warning	,Windows Support,False,  alert cpu utilization on ausmcl01 is warningt,   alert cpu utilization on ausmcl01 be warningt,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0113390,3 - Moderate,Warning Alert: Memory Utilization on GBVVSHR0 is : 96 %,Windows Support,False,warning alert memory utilization on gbvvshr0 i,warn alert memory utilization on gbvvshr0 I,windows support,                windows support,                 window support,10,esx-utilization
INC0113400,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-BI02 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113401,3 - Moderate,Warning Alert: Memory Utilization on VALFILE01V is : 94 %,Windows Support,False,warning alert memory utilization on valfile01v,warn alert memory utilization on valfile01v,windows support,                windows support,                 window support,13,memory-warn
INC0113402,3 - Moderate,Critical ALERT:  A Commander (label printing server) Monitoring component  on   CAV-CMDR02 is in a current state of: Down,Windows Support,False,critical alert  a commander label printing se,critical alert   a commander label print se,windows support,                windows support,                 window support,6,component-microsoft
